Filename,Status,Is_Correct,Mismatch_Rate,Blocks_Affected,Confidence,Error
Tp_D_CNN_S_N_pla10114_ani00081_10429.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CNN_S_N_sec00042_ani00070_10541.tif,DETECTED,True,0.2986,758,0.9870,None
Tp_D_CNN_S_N_sec00042_ani00078_10495.tif,DETECTED,True,0.3057,755,0.9831,None
Tp_D_CNN_S_N_txt00043_txt00051_10378.tif,DETECTED,True,0.4025,768,1.0000,None
Tp_D_CNN_S_N_txt00051_txt00051_10376.tif,DETECTED,True,0.1054,236,0.3073,None
Tp_D_CNN_S_N_txt00052_txt00051_10377.tif,DETECTED,True,0.4091,768,1.0000,None
Tp_D_CNN_S_N_txt00054_txt00049_10371.tif,DETECTED,True,0.4114,768,1.0000,None
Tp_D_CNN_S_O_nat10153_ani00097_12135.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRD_M_B_arc10113_arc10112_10030.tif,DETECTED,True,0.3759,300,1.0000,None
Tp_D_CRD_M_B_nat00032_nat00033_10077.tif,DETECTED,True,0.3186,765,0.9961,None
Tp_D_CRD_M_B_sec00001_sec00003_10031.tif,DETECTED,True,0.4065,767,0.9987,None
Tp_D_CRD_M_N_arc00037_ani00005_10142.tif,DETECTED,True,0.3178,761,0.9909,None
Tp_D_CRD_M_N_arc10116_arc10116_10762.jpg,DETECTED,True,0.0439,219,0.1536,None
Tp_D_CRD_M_N_art00058_art00051_10534.tif,DETECTED,True,0.3134,764,0.9948,None
Tp_D_CRD_M_N_ind00091_ind00091_10645.jpg,DETECTED,True,0.0659,155,0.2018,None
Tp_D_CRD_M_N_ind00091_ind00091_10646.jpg,DETECTED,True,0.1048,267,0.3477,None
Tp_D_CRD_M_N_nat00048_nat00049_11067.jpg,DETECTED,True,0.2627,740,0.9635,None
Tp_D_CRD_M_N_txt00068_txt00065_10135.tif,DETECTED,True,0.4739,767,0.9987,None
Tp_D_CRD_M_N_txt00068_txt00065_10136.tif,DETECTED,True,0.4319,765,0.9961,None
Tp_D_CRD_S_B_ani00071_ani00064_00191.tif,DETECTED,True,0.3365,767,0.9987,None
Tp_D_CRD_S_B_cha00086_cha00065_00015.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRD_S_B_cha00098_sec00082_00418.tif,DETECTED,True,0.3420,768,1.0000,None
Tp_D_CRD_S_B_sec00049_ani00047_00070.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRD_S_B_sec20007_sec20007_01442.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRD_S_N_ani00028_ani00058_00148.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRD_S_N_ani00075_art00012_00195.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRD_S_N_cha00059_cha00057_00379.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRD_S_N_cha10211_cha10159_12333.jpg,DETECTED,True,0.3306,3253,0.9858,None
Tp_D_CRD_S_N_ind00005_ind00084_11751.jpg,DETECTED,True,0.3602,767,0.9987,None
Tp_D_CRD_S_N_ind00029_ind00088_00444.tif,DETECTED,True,0.3452,768,1.0000,None
Tp_D_CRD_S_N_ind00074_cha00049_00474.tif,DETECTED,True,0.3656,768,1.0000,None
Tp_D_CRD_S_N_ind00084_ind00024_00481.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRD_S_N_sec00003_sec00007_00023.tif,DETECTED,True,0.4073,768,1.0000,None
Tp_D_CRD_S_N_sec00005_sec00003_00025.tif,DETECTED,True,0.3950,767,0.9987,None
Tp_D_CRD_S_N_sec00037_art00028_00058.tif,DETECTED,True,0.2868,739,0.9622,None
Tp_D_CRD_S_O_ani10103_ani10111_10637.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRD_S_O_ani10111_ani10103_10635.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_L_N_art00028_art00028_11282.jpg,DETECTED,True,0.1802,691,0.8997,None
Tp_D_CRN_L_N_nat00085_nat00086_10069.tif,DETECTED,True,0.2962,760,0.9896,None
Tp_D_CRN_M_B_ani00019_nat00013_11868.jpg,DETECTED,True,0.3183,767,0.9987,None
Tp_D_CRN_M_B_ani00046_ani00001_10100.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_B_nat10143_nat00013_12037.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_B_nat10165_nat10164_12100.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_B_sec00085_arc00065_11450.jpg,DETECTED,True,0.3369,765,0.9961,None
Tp_D_CRN_M_N_ani00069_ani00041_10035.tif,DETECTED,True,0.2759,762,0.9922,None
Tp_D_CRN_M_N_ani00087_ani00081_10104.tif,DETECTED,True,0.3724,768,1.0000,None
Tp_D_CRN_M_N_ani00087_ani10101_10103.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_ani00097_ani00001_10099.tif,DETECTED,True,0.2768,751,0.9779,None
Tp_D_CRN_M_N_ani00097_ani10101_10090.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_ani00100_ani10101_10089.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_ani10101_ani00081_10139.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_ani10102_ani00097_10091.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_ani10104_ani00097_10092.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_ani10104_ani00100_10093.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_ani10105_ani00100_10086.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_ani10112_ani00100_11648.jpg,DETECTED,True,0.3762,768,1.0000,None
Tp_D_CRN_M_N_ani10112_ani10119_11624.jpg,DETECTED,True,0.3378,768,1.0000,None
Tp_D_CRN_M_N_ani10113_ani10119_11623.jpg,DETECTED,True,0.3324,767,0.9987,None
Tp_D_CRN_M_N_ani10116_ani00100_11643.jpg,DETECTED,True,0.3646,768,1.0000,None
Tp_D_CRN_M_N_ani10117_ani00100_11642.jpg,DETECTED,True,0.3719,768,1.0000,None
Tp_D_CRN_M_N_ani10118_ani00100_11638.jpg,DETECTED,True,0.3726,768,1.0000,None
Tp_D_CRN_M_N_ani10118_sec00098_11619.jpg,DETECTED,True,0.3209,766,0.9974,None
Tp_D_CRN_M_N_ani10119_ani00100_11641.jpg,DETECTED,True,0.3788,768,1.0000,None
Tp_D_CRN_M_N_ani10120_ani00100_11639.jpg,DETECTED,True,0.3770,768,1.0000,None
Tp_D_CRN_M_N_ani10120_sec00098_11632.jpg,DETECTED,True,0.3303,768,1.0000,None
Tp_D_CRN_M_N_ani10144_nat10139_12474.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_arc00008_nat10122_11773.jpg,DETECTED,True,0.3691,766,0.9974,None
Tp_D_CRN_M_N_arc00045_arc00046_10084.tif,DETECTED,True,0.3422,764,0.9948,None
Tp_D_CRN_M_N_arc00045_arc00071_10087.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_arc00046_arc00045_10083.tif,DETECTED,True,0.3486,765,0.9961,None
Tp_D_CRN_M_N_arc00054_cha00085_11922.jpg,DETECTED,True,0.2577,746,0.9714,None
Tp_D_CRN_M_N_arc00071_arc00045_10085.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_arc00073_arc00072_10267.tif,DETECTED,True,0.3357,743,0.9674,None
Tp_D_CRN_M_N_arc00088_arc00064_10394.tif,DETECTED,True,0.3551,762,0.9922,None
Tp_D_CRN_M_N_art00012_art00013_11812.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_art00014_art00013_11836.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_art00058_art00049_10529.tif,DETECTED,True,0.3146,757,0.9857,None
Tp_D_CRN_M_N_art00067_ani00093_11801.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_art00067_ani00095_11803.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_art00067_ani00096_11802.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_art00067_nat00013_11804.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_art00067_nat00059_11805.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_art00067_nat00095_11807.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_art00067_nat10122_11806.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_art00097_art00049_11758.jpg,DETECTED,True,0.3902,767,0.9987,None
Tp_D_CRN_M_N_art10107_cha10112_11582.jpg,DETECTED,True,0.3777,767,0.9987,None
Tp_D_CRN_M_N_art10112_cha00086_11672.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_art10113_cha00067_11650.jpg,DETECTED,True,0.3992,768,1.0000,None
Tp_D_CRN_M_N_art10115_cha00086_11526.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_cha00035_cha00040_11732.jpg,DETECTED,True,0.3739,768,1.0000,None
Tp_D_CRN_M_N_cha00050_cha00026_11787.jpg,DETECTED,True,0.3358,765,0.9961,None
Tp_D_CRN_M_N_cha00060_cha00040_11678.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_cha00062_cha00040_11020.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_cha00094_cha00086_11501.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_cha10108_cha00027_11666.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_cha10108_cha00040_11665.jpg,DETECTED,True,0.3552,767,0.9987,None
Tp_D_CRN_M_N_cha10137_art00021_12210.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_cha10162_nat10123_12253.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_cha10164_cha00026_12247.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_cha10166_nat10123_12273.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_cha10198_nat10123_12362.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_cha10198_nat10160_12365.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_ind00008_pla00050_10422.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_ind00010_pla00050_10424.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat00002_nat10124_11514.jpg,DETECTED,True,0.2450,751,0.9779,None
Tp_D_CRN_M_N_nat00008_art00025_11425.jpg,DETECTED,True,0.3176,759,0.9883,None
Tp_D_CRN_M_N_nat00019_nat00024_11047.jpg,DETECTED,True,0.2868,732,0.9531,None
Tp_D_CRN_M_N_nat00019_nat00028_11048.jpg,DETECTED,True,0.2673,716,0.9323,None
Tp_D_CRN_M_N_nat00032_art00025_11427.jpg,DETECTED,True,0.3368,765,0.9961,None
Tp_D_CRN_M_N_nat00038_art00021_11428.jpg,DETECTED,True,0.2989,755,0.9831,None
Tp_D_CRN_M_N_nat00041_nat00061_11438.jpg,DETECTED,True,0.2538,757,0.9857,None
Tp_D_CRN_M_N_nat00083_ani00001_10097.tif,DETECTED,True,0.2219,716,0.9323,None
Tp_D_CRN_M_N_nat00083_ani10101_10096.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat00084_nat00033_10072.tif,DETECTED,True,0.2941,759,0.9883,None
Tp_D_CRN_M_N_nat00084_nat00086_10073.tif,DETECTED,True,0.2795,764,0.9948,None
Tp_D_CRN_M_N_nat00084_nat00095_10070.tif,DETECTED,True,0.2046,578,0.7526,None
Tp_D_CRN_M_N_nat00084_nat00099_10071.tif,DETECTED,True,0.2066,594,0.7734,None
Tp_D_CRN_M_N_nat00085_nat00073_10591.jpg,DETECTED,True,0.3541,764,0.9948,None
Tp_D_CRN_M_N_nat00086_nat00085_10068.tif,DETECTED,True,0.2867,762,0.9922,None
Tp_D_CRN_M_N_nat10116_cha00026_11674.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10129_cha00086_11522.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10130_cha00086_11523.jpg,DETECTED,True,0.3511,768,1.0000,None
Tp_D_CRN_M_N_nat10131_nat00059_11908.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10131_nat00095_11907.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10131_nat10124_11906.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10139_nat10124_11946.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10144_nat10125_11968.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10149_nat00013_12004.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10154_nat10138_12076.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10154_nat10140_12075.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10156_ani00001_12021.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10157_nat00013_12048.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10159_ani00021_12058.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10160_nat10123_12068.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_nat10161_nat10157_12081.jpg,DETECTED,True,0.2802,1637,0.9744,None
Tp_D_CRN_M_N_nat10165_nat10164_12099.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_pla00010_pla00020_10001.tif,DETECTED,True,0.3895,768,1.0000,None
Tp_D_CRN_M_N_pla00026_pla00038_10147.tif,DETECTED,True,0.3815,768,1.0000,None
Tp_D_CRN_M_N_pla00035_pla00033_10997.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_pla00046_pla00025_10994.jpg,DETECTED,True,0.3829,768,1.0000,None
Tp_D_CRN_M_N_pla10110_ani00005_10118.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_pla10110_sec00046_10119.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_sec00015_cha00086_11400.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_N_txt00002_txt00032_10300.tif,DETECTED,True,0.3605,768,1.0000,None
Tp_D_CRN_M_N_txt00017_txt00063_10836.jpg,DETECTED,True,0.4753,768,1.0000,None
Tp_D_CRN_M_N_txt00050_txt00049_10368.tif,DETECTED,True,0.4146,768,1.0000,None
Tp_D_CRN_M_N_txt00063_txt00017_10835.jpg,DETECTED,True,0.4745,768,1.0000,None
Tp_D_CRN_M_O_ani00030_ani00079_10003.tif,DETECTED,True,0.3562,768,1.0000,None
Tp_D_CRN_M_O_ani00065_ani00041_10036.tif,DETECTED,True,0.2660,759,0.9883,None
Tp_D_CRN_M_O_ani00071_ani00013_10002.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_O_arc00025_ani00039_10004.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_O_arc00027_ani00030_10005.tif,DETECTED,True,0.3198,763,0.9935,None
Tp_D_CRN_M_O_art00010_art00009_10166.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_O_art10113_art10112_11560.jpg,DETECTED,True,0.3868,768,1.0000,None
Tp_D_CRN_M_O_nat00013_ani00070_11413.jpg,DETECTED,True,0.3080,764,0.9948,None
Tp_D_CRN_M_O_nat10159_ani00001_12057.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_M_O_pla10102_ani10104_10028.tif,DETECTED,True,0.4001,330,1.0000,None
Tp_D_CRN_S_B_ani00014_ani00015_00134.tif,DETECTED,True,0.3403,761,0.9909,None
Tp_D_CRN_S_B_art00098_ani00070_01383.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_B_art20030_art20032_02494.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_B_cha00056_ani00070_00376.tif,DETECTED,True,0.2918,761,0.9909,None
Tp_D_CRN_S_B_cha00082_cha00050_00402.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_B_cha00083_cha00065_00403.tif,DETECTED,True,0.3689,767,0.9987,None
Tp_D_CRN_S_B_cha00085_ani00064_00405.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_B_cha00093_ani00061_00413.tif,DETECTED,True,0.3069,763,0.9935,None
Tp_D_CRN_S_B_ind00029_art00030_20103.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_B_nat00030_arc00029_20104.jpg,DETECTED,True,0.3616,763,0.9935,None
Tp_D_CRN_S_B_nat10153_ani00001_12136.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_B_pla00041_pla00040_10978.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_B_pla00071_pla00070_11214.jpg,DETECTED,True,0.3679,767,0.9987,None
Tp_D_CRN_S_B_sec00004_ind00069_00024.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_B_sec00050_sec00055_11246.jpg,DETECTED,True,0.4185,768,1.0000,None
Tp_D_CRN_S_B_sec00093_sec00098_00113.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_ani00008_ani00011_10221.tif,DETECTED,True,0.3195,766,0.9974,None
Tp_D_CRN_S_N_ani00019_ani00055_11862.jpg,DETECTED,True,0.3756,768,1.0000,None
Tp_D_CRN_S_N_ani00050_ani00019_11856.jpg,DETECTED,True,0.3809,768,1.0000,None
Tp_D_CRN_S_N_ani00054_ani00019_11859.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_ani00055_ani00019_11860.jpg,DETECTED,True,0.3718,768,1.0000,None
Tp_D_CRN_S_N_ani10116_sec00098_11616.jpg,DETECTED,True,0.3160,766,0.9974,None
Tp_D_CRN_S_N_ani10120_ani00100_11618.jpg,DETECTED,True,0.3768,768,1.0000,None
Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg,DETECTED,True,0.3290,767,0.9987,None
Tp_D_CRN_S_N_ani10121_sec00098_11615.jpg,DETECTED,True,0.3452,767,0.9987,None
Tp_D_CRN_S_N_ani10151_ani10206_12489.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_ani10158_ani10136_12481.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_ani10181_ani10206_12426.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_ani10182_ani10206_12423.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_ani10184_ani10206_12421.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_ani10189_ani00058_12432.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_ani10191_ani10190_12437.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_ani10205_ani10206_12417.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_arc00008_ani00070_11774.jpg,DETECTED,True,0.3654,768,1.0000,None
Tp_D_CRN_S_N_arc00030_pla00026_10066.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_arc00059_art00049_11823.jpg,DETECTED,True,0.3083,766,0.9974,None
Tp_D_CRN_S_N_art00005_art00005_00497.tif,DETECTED,True,0.0199,48,0.0625,None
Tp_D_CRN_S_N_art00011_art00092_11840.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_art00027_art00013_00695.tif,DETECTED,True,0.3796,766,0.9974,None
Tp_D_CRN_S_N_art00067_art00092_11808.jpg,DETECTED,True,0.3404,763,0.9935,None
Tp_D_CRN_S_N_art00081_ani00098_00491.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_art10111_art10112_11563.jpg,DETECTED,True,0.3769,768,1.0000,None
Tp_D_CRN_S_N_art20026_art20025_01832.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_cha00026_art00013_00500.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_cha00028_art00013_00499.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_cha00029_art00013_00501.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_cha00036_art00053_11741.jpg,DETECTED,True,0.3940,768,1.0000,None
Tp_D_CRN_S_N_cha00036_art00076_11740.jpg,DETECTED,True,0.3783,766,0.9974,None
Tp_D_CRN_S_N_cha00053_art00014_11817.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_cha00055_ani00013_00375.tif,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_cha00063_art00014_11818.jpg,DETECTED,True,0.0000,0,1.0000,None
Tp_D_CRN_S_N_cha00067_art00014_11821.jpg,DETECTED,True,0.0000,0,1.0000,None
